InvoiceDate,ClNumber,Portfolio,Total,Downpayment,Subsidy,InitialCreditAmount,ProductMix,Days Overdue as of 01.08,OverdueInstallmentsAmount,OverdueInstallments,DaysTillNextPayment,Branch,Balanceas of 01.08,Days Overdue as of 01.05,Overdue Amount,Manager,Contact updated,Current address updated,System located at indicated address,Client knows he has a debt,Client knows the amount of a debt,Client willing and capable to pay,Amount a client can pay this month,Last payment date,Last payment amount,Last payment method,Client knows the options of paying,The system is working,Date of the last contact by staff,Category
1/31/2018,A9004L800774,Second Transh,16421.875,1331.25,3165.625,11925,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,B9005DC02999,Second Transh,13071.875,1059.375,2562.5,9450,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/23/2018,C9006B302956,Second Transh,13678.125,1109.375,2668.75,9900,Home System,482,1488000,11,0,B1,1488000,511,1488000,YES,yes,yes,yes,yes,yes,yes,didn't mention,not aware,not aware,office,yed,no,not aware,CLIENT WILLING PAY OR LOCKDWN  
12/9/2017,A9007L503773,Second Transh,9050,771.875,1828.125,6450,Home System,465,0,1,0,,,,,,,,,,,,,,,,,,,
1/29/2018,B9008G303599,Second Transh,5200,409.375,1115.625,3675,Home System,573,780000,16,0,,,,,,,,,,,,,,,,,,,
10/31/2017,C9009A303152,Second Transh,8868.75,709.375,1784.375,6375,Home System,531,1462000,17,0,B2,1462000,560,1462000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
11/22/2017,A9010K600390,Second Transh,11934.375,962.5,2346.875,8625,Home System,938,2415000,21,0,,,,,,,,,,,,,,,,,,,
11/4/2017,B9011F102977,Second Transh,7562.5,700,1762.5,5100,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/23/2018,C9012H703193,Second Transh,12965.625,1050,2540.625,9375,Home System,907,2150000,17,0,,,,,,,,,,,,,,,,,,,
1/30/2018,A9013HA03132,Second Transh,5665.625,518.75,1359.375,3787.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/14/2017,B9014H202851,Second Transh,7409.375,687.5,1734.375,4987.5,Home System,647,272000,2,0,B4,272000,676,272000,MJK,no,no,no,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
11/14/2017,C9015G802185,Second Transh,2959.375,937.5,859.375,1162.5,Home System,1106,32000,1,0,B5,947000,1135,32000,YES,yes,yes,yes,yes,YES,no,BATTERIES DIED,,,,,NO,,SERVICE CASE AND BATTERY ISSUES
11/23/2017,A9016H703194,Second Transh,14178.125,1146.875,2756.25,10275,Home System,486,2127000,15,0,,,,,,,,,,,,,,,,,,,
11/10/2017,B9017H703195,Second Transh,8918.75,1562.5,1881.25,5475,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,C9018D503110,Second Transh,6015.625,475,1265.625,4275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/13/2017,A9019K102679,Second Transh,5940.625,625,1265.625,4050,Home System,830,938000,17,0,,,,,,,,,,,,,,,,,,,
12/7/2017,B9020D503112,Second Transh,14800,1200,2875,10725,Home System,502,1700000,12,0,,,,,,,,,,,,,,,,,,,
12/12/2017,C9021L30086,Second Transh,3778.125,1262.5,1053.125,1462.5,Home System,1176,268000,4,0,,,,,,,,,,,,,,,,,,,
11/27/2017,A9022CC02719,Second Transh,13459.375,1087.5,2621.875,9750,Home System,1178,2960000,23,0,,,,,,,,,,,,,,,,,,,
3/15/2018,B9023K600391,Second Transh,8571.875,687.5,1734.375,6150,Home System,588,1312000,16,0,B19,1312000,,1312000,MMM,yes,yes,yes,yes,YES,no,,8/1/2019 0:00,82000,BANK,YES,YES,Last week,VOLUNTARY REPOSSESSION
12/4/2017,C9024L402597,Second Transh,12856.25,1040.625,2515.625,9300,Home System,622,1616000,13,0,,,,,,,,,,,,,,,,,,,
1/29/2018,A9025FB02962,Second Transh,4259.375,384.375,1062.5,2812.5,Home System,907,600000,8,0,,,,,,,,,,,,,,,,,,,
1/4/2018,B9026K503025,Second Transh,4812.5,937.5,1212.5,2662.5,Home System,808,-2000,1,0,,,,,,,,,,,,,,,,,,,
5/15/2018,C9027C402999,Second Transh,14193.75,1153.125,2765.625,10275,Home System,612,2399000,17,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A9028K302770,Second Transh,13459.375,1087.5,2621.875,9750,Home System,563,2340000,18,0,B24,2340000,,2340000,MMM,yes,yes,yes,yes,YES,no,,11/1/2018 0:00,130000,MOBILE MONEY,YES,NO,4 days ago,SERVICECASES BATTERIES WARRANTY
12/6/2017,B9029AB02594,Second Transh,12546.875,1012.5,2459.375,9075,Home System,445,407000,4,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C9030L402600,Second Transh,28178.125,2303.125,5325,20550,Home System,898,5206000,19,0,,,,,,,,,,,,,,,,,,,
11/28/2017,A9031H703199,Second Transh,4537.5,412.5,1125,3000,Home System,994,620000,8,0,,,,,,,,,,,,,,,,,,,
11/29/2017,B9032A502446,Second Transh,14896.875,1206.25,2890.625,10800,Home System,472,2304000,16,14,B2,2592000,501,789901301,,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
2/19/2018,C9033F802901,Second Transh,6015.625,475,1265.625,4275,Home System,396,126000,3,0,,,,,,,,,,,,,,,,,,,
11/6/2017,A9034G802824,Second Transh,8809.375,818.75,2028.125,5962.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/14/2017,B9035G902679,Second Transh,4965.625,453.125,1212.5,3300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/14/2017,C9036E202594,Second Transh,9084.375,731.25,1828.125,6525,Home System,624,1136000,13,0,,,,,,,,,,,,,,,,,,,
12/18/2017,A9037DC03000,Second Transh,6015.625,475,1265.625,4275,Home System,1099,1206000,21,0,,,,,,,,,,,,,,,,,,,
1/19/2018,B9038F802906,Second Transh,6968.75,643.75,1637.5,4687.5,Home System,915,456000,4,0,,,,,,,,,,,,,,,,,,,
12/27/2017,C9039DC03001,Second Transh,10406.25,837.5,2068.75,7500,Home System,177,40000,1,0,,,,,,,,,,,,,,,,,,,
12/5/2017,A9040H603055,Second Transh,9528.125,2359.375,2068.75,5100,Home System,442,630000,10,0,,,,,,,,,,,,,,,,,,,
3/23/2018,B9041L402601,Second Transh,19731.25,6943.75,4837.5,7950,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/8/2017,C9042DC03002,Second Transh,7418.75,637.5,1531.25,5250,Home System,532,50000,1,0,,,,,,,,,,,,,,,,,,,
11/23/2017,A9043AA03638,Second Transh,12546.875,1012.5,2459.375,9075,Home System,453,939000,8,0,,,,,,,,,,,,,,,,,,,
12/27/2017,B9044FD00841,Second Transh,9075,728.125,1821.875,6525,Home System,649,1120000,13,0,B23,1120000,,1120000,MMM,yes,yes,yes,yes,NO,no,,2019,NOT SURE,MOBILE MONEY,YES,NO,LAST YEAR,SERVICECASES BATTERIES WARRANTY
1/31/2018,C9045FB02963,Second Transh,12765.625,1034.375,2506.25,9225,Home System,390,1119000,9,0,B33,1119000,,1119000,MMM,yes,yes,yes,yes,NO,no,,21-Apr,Don't remember,MOBILE MONEY,YES,NO,last month,SERVICECASES BATTERIES WARRANTY
3/23/2018,A9046DF01664,Second Transh,6528.125,518.75,1359.375,4650,Home System,634,1264000,20,5,,,,,,,,,,,,,,,,,,,
3/20/2018,B9047K102680,Second Transh,16843.75,1368.75,3250,12225,Home System,423,0,1,0,,,,,,,,,,,,,,,,,,,
12/5/2017,C9048C102756,Second Transh,13362.5,1081.25,2606.25,9675,Home System,449,232800,2,0,B11,232800,478,232800,,,,,,232800,,,,,,,,,WRONG NUMBER
2/26/2018,A9049D503114,Second Transh,10090.625,809.375,2006.25,7275,Home System,407,1302000,13,19,,,,,,,,,,,,,,,,,,,
3/21/2018,B9050K503032,Second Transh,4965.625,453.125,1212.5,3300,Home System,788,352000,4,0,,,,,,,,,,,,,,,,,,,
12/5/2017,C9051L503776,Second Transh,14178.125,1146.875,2756.25,10275,Home System,562,2405000,18,0,,,,,,,,,,,,,,,,,,,
11/29/2017,A9052E40177,Second Transh,2584.375,225,709.375,1650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/15/2017,B9053D503115,Second Transh,9593.75,771.875,1921.875,6900,Home System,615,1794000,19,0,,,,,,,,,,,,,,,,,,,
1/4/2018,C9054A303162,Second Transh,10196.875,818.75,2028.125,7350,Home System,591,1646000,17,0,B2,1646000,620,1646000,MJK,yes,yes,yes,yes,NO,no,,21/06/2018,300000,Bank,YES,YES,2 months,CLIENT WILLING PAY OR LOCKDWN  
12/29/2017,A9055DF01665,Second Transh,9993.75,803.125,1990.625,7200,Home System,602,1836000,19,6,,,,,,,,,,,,,,,,,,,
12/29/2017,B9056L103170,Second Transh,9037.5,1093.75,2093.75,5850,Home System,785,776000,5,0,,,,,,,,,,,,,,,,,,,
10/31/2017,C9057A303164,Second Transh,5518.75,781.25,1212.5,3525,Home System,536,-2000,1,0,,,,,,,,,,,,,,,,,,,
12/22/2017,A9058E402771,Second Transh,13821.875,1146.875,2700,9975,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/16/2017,B9059H202854,Second Transh,13868.75,1121.875,2696.875,10050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/11/2017,C9060AA03642,Second Transh,12150,984.375,2390.625,8775,Home System,621,1943000,17,0,B3,1943000,650,1943000,MJK,yes,yes,yes,,,no,NO MONEY ,NOT SURE ,NOT SURE,BANK,,,,SERVICE CASE AND BATTERY ISSUES
1/4/2018,A9061D503108,Second Transh,11803.125,1406.25,2371.875,8025,Home System,285,0,1,0,,,,,,,,,,,,,,,,,,,
1/24/2018,B9062A102860,Second Transh,16968.75,1393.75,3125,12450,Home System,514,830000,5,0,,,,,,,,,,,,,,,,,,,
12/5/2017,C9063E202592,Second Transh,11040.625,1034.375,2506.25,7500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/19/2018,A9064K503037,Second Transh,10215.625,825,2040.625,7350,Home System,776,2352000,24,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9065AA03646,Second Transh,5715.625,453.125,1212.5,4050,Home System,770,530000,10,0,B3,530000,799,530000,MJK,yes,yes,yes,no,,,CLEARED,,200000,BANK,YES,NO SYSTEM OFF,,CLAIMS TO HAVE COMPLETED PAYMNT
1/30/2018,C9066AA03648,Second Transh,7150,706.25,1681.25,4762.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/27/2017,A9067K302773,Second Transh,8225,3125,2118.75,2981.25,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,B9068D503121,Second Transh,17131.25,1406.25,3125,12600,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/2/2018,C9069AA03650,Second Transh,13775,1115.625,2684.375,9975,Home System,562,2399000,19,0,B3,2399000,591,2399000,MJK,yes,yes,yes,yes,YES,no,,,,,YES,YES,april,CLIENT WILLING PAY OR LOCKDWN  
2/2/2018,A9070AA03650,Second Transh,13775,1115.625,2684.375,9975,Home System,562,2399000,19,0,B3,2399000,591,2399000,MJK,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
12/7/2017,B9071D503122,Second Transh,17131.25,1406.25,3125,12600,Home System,198,84000,1,0,,,,,,,,,,,,,,,,,,,
11/28/2017,C9072A30471,Second Transh,3937.5,1562.5,1100,1275,Home System,1261,498000,7,0,B2,453000,1290,498000,MJK,yes,yes,yes,yes,NO,no,,28/04/2018,100000,Mobile Money,YES,YES,1 month,SERVICE CASE AND BATTERY ISSUES
11/30/2017,A9073E202605,Second Transh,5715.625,453.125,1212.5,4050,Home System,637,1132000,21,2,,,,,,,,,,,,,,,,,,,
1/30/2018,B9074CC02723,Second Transh,13787.5,1118.75,2693.75,9975,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/27/2017,C9075G802825,Second Transh,13978.125,1131.25,2721.875,10125,Home System,655,2685000,20,0,,,,,,,,,,,,,,,,,,,
12/6/2017,A9076DF01671,Second Transh,6528.125,518.75,1359.375,4650,Home System,563,420000,7,0,,,,,,,,,,,,,,,,,,,
1/9/2018,B9077B302963,Second Transh,17134.375,1409.375,3125,12600,Home System,1046,3432000,20,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C9078B302964,Second Transh,16528.125,1340.625,3187.5,12000,Home System,472,669000,4,0,B12,369000,,,MJK,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
12/1/2017,A9079DF01672,Second Transh,14178.125,1146.875,2756.25,10275,Home System,228,0,1,0,,,,,,,,,,,,,,,,,,,
11/7/2017,B9080B502709,Second Transh,11225,906.25,2218.75,8100,Home System,282,1184000,10,22,B1,"2,255,000",,,MJK,yes,yes,yes,yes,YES,yes,,May,200000,MOBILE MONEY,YES,YES,Not sure,CLIENT WILLING PAY OR LOCKDWN  
12/27/2017,C9081M100383,Second Transh,6528.125,518.75,1359.375,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/18/2017,A9082AB02595,Second Transh,5453.125,500,1315.625,3637.5,Home System,946,564000,6,0,,,,,,,,,,,,,,,,,,,
11/27/2017,B9083A102869,Second Transh,16893.75,2593.75,3125,11175,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,C9084K503042,Second Transh,7978.125,2968.75,2125,2884.375,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/27/2017,A9085L800779,Second Transh,6528.125,518.75,1359.375,4650,Home System,564,1116000,18,0,,,,,,,,,,,,,,,,,,,
12/11/2017,B9086DC02013,Second Transh,2584.375,225,709.375,1650,Home System,1007,232000,6,0,,,,,,,,,,,,,,,,,,,
2/9/2018,C9087L503780,Second Transh,5521.875,937.5,1359.375,3225,Home System,828,4000,1,0,,,,,,,,,,,,,,,,,,,
11/1/2017,A9088A102871,Second Transh,12546.875,1012.5,2459.375,9075,Home System,564,1456000,12,0,B2,1456000,593,1456000,MJK,yes,,,,,,,,,,,,,CLIENT NOT COOPERATIVE
11/28/2017,B9089L800775,Second Transh,9050,771.875,1828.125,6450,Home System,556,1166000,14,0,B28,1166000,,1166000,MMM,yes,yes,no,no,NO,no,,2017,898000,BANK,YES,NO,2020,CLAIMS SYSTEM WAS REPOSSESED
2/20/2018,C9090K700530,Second Transh,6528.125,518.75,1359.375,4650,Home System,425,506000,8,0,,,,,,,,,,,,,,,,,,,
11/27/2017,A9091FD00888,Second Transh,6528.125,518.75,1359.375,4650,Home System,479,702000,11,0,B23,702000,,702000,MMM,yes,yes,yes,yes,NO,no,,CAN NOT RECALL,CAN NOT RECALL,MOBILE MONEY,YES,NO,UNKNOWN,VOLUNTARY REPOSSESSION
3/22/2018,B9092DF01675,Second Transh,6528.125,518.75,1359.375,4650,Home System,481,815000,13,0,B18,815000,,815000,MMM,yes,yes,yes,yes,YES,yes,,,,MOBILE MONEY,,,,CLIENT CLAIMS TO HAVE CLEARED
12/20/2017,C9093AB02597,Second Transh,12546.875,1012.5,2459.375,9075,Home System,595,1527000,13,0,,,,,,,,,,,,,,,,,,,
11/10/2017,A9094F102979,Second Transh,5190.625,475,1265.625,3450,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/19/2017,B9095K700532,Second Transh,13362.5,1081.25,2606.25,9675,Home System,486,1528000,12,0,,,,,,,,,,,,,,,,,,,
2/7/2018,C9096L800781,Second Transh,6315.625,500,1315.625,4500,Home System,496,740000,12,0,,,,,,,,,,,,,,,,,,,
1/13/2018,A9097HC00003,Second Transh,13778.125,1115.625,2687.5,9975,Home System,553,2327000,17,0,,,,,,,,,,,,,,,,,,,
1/19/2018,B9098AA03800,Second Transh,13362.5,1081.25,2606.25,9675,Home System,636,2519000,19,3,,,,,,,,,,,,,,,,,,,
3/31/2018,C9099HC00005,Second Transh,5453.125,500,1315.625,3637.5,Home System,752,279000,3,0,,,,,,,,,,,,,,,,,,,
2/26/2018,A9100DC03011,Second Transh,6434.375,512.5,1346.875,4575,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,B9101C102759,Second Transh,10728.125,868.75,2134.375,7725,Home System,511,133600,2,0,B11,133600,540,133600,yes,yes,yes,yes,yes,133600,yes,,,,mobile money.,,,,CLIENT WILLING PAY OR LOCKDWN  
1/5/2018,C9102DC03004,Second Transh,5453.125,500,1315.625,3637.5,Home System,915,154000,2,0,,,,,,,,,,,,,,,,,,,
12/14/2017,A9103L900038,Second Transh,6631.25,528.125,1378.125,4725,Home System,338,378000,6,0,,,,,,,,,,,,,,,,,,,
12/18/2017,B9104G303512,Second Transh,21259.375,1884.375,4075,15300,Home System,399,1058000,5,0,B7,1004000,428,1058000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/18/2017,C9105G303512,Second Transh,21259.375,1884.375,4075,15300,Home System,399,1058000,5,0,B7,1004000,428,1058000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/18/2017,A9106G303512,Second Transh,21259.375,1884.375,4075,15300,Home System,399,1058000,5,0,B7,1004000,428,1058000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/18/2017,B9107G303512,Second Transh,21259.375,1884.375,4075,15300,Home System,399,1058000,5,0,B7,1004000,428,1058000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/18/2017,C9108G303512,Second Transh,21259.375,1884.375,4075,15300,Home System,399,1058000,5,0,B7,1004000,428,1058000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
11/17/2017,A9109B302965,Second Transh,13093.75,1562.5,2606.25,8925,Home System,608,1904000,16,0,,,,,,,,,,,,,,,,,,,
12/19/2017,B9110G902747,Second Transh,9084.375,731.25,1828.125,6525,Home System,413,0,1,0,,,,,,,,,,,,,,,,,,,
12/15/2017,C9111K102685,Second Transh,6015.625,475,1265.625,4275,Home System,519,69000,2,0,,,,,,,,,,,,,,,,,,,
12/1/2017,A9112D503109,Second Transh,5190.625,475,1265.625,3450,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,B9113C102760,Second Transh,9075,728.125,1821.875,6525,Home System,602,1690000,19,6,B11,1951000,631,1777000,yes,yes,yes,yes,yes,1951000,,1951000,3/1/2021 0:00,100000,mobile money.,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
12/1/2017,C9114C102760,Second Transh,9075,728.125,1821.875,6525,Home System,602,1690000,19,6,B11,1951000,631,1777000,MJK,yes,yes,yes,yes,1951000,,1951000,3/1/2021 0:00,100000,mobile money.,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
4/30/2018,A9115DF01679,Second Transh,13862.5,1250,2712.5,9900,Home System,624,2277000,17,0,,,,,,,,,,,,,,,,,,,
12/14/2017,B9116G902445,Second Transh,9790.625,787.5,1953.125,7050,Home System,613,1206000,13,0,B10,1206000,642,1206000,MJK,yes,yes,yes,yes,yes,yes,100000,july,100000,bank,yes,yes,,CLIENT WILLING PAY OR LOCKDWN  
1/4/2018,C9117D503124,Second Transh,5728.125,937.5,1265.625,3525,Home System,502,0,1,0,,,,,,,,,,,,,,,,,,,
11/10/2017,A9118K700534,Second Transh,9359.375,2812.5,2071.875,4475,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/13/2017,B9119E402810,Second Transh,15996.875,1687.5,3134.375,11175,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C9120E402812,Second Transh,10312.5,831.25,2056.25,7425,Home System,550,1778000,18,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A9121C403007,Second Transh,21637.5,1762.5,4125,15750,Home System,289,840000,4,0,,,,,,,,,,,,,,,,,,,
12/2/2017,B9122C403008,Second Transh,12150,984.375,2390.625,8775,Home System,498,1308000,11,0,,,,,,,,,,,,,,,,,,,
12/7/2017,C9123D503111,Second Transh,6015.625,475,1265.625,4275,Home System,561,1044000,18,15,,,,,,,,,,,,,,,,,,,
11/24/2017,A9124E502804,Second Transh,11725,943.75,2306.25,8475,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/2/2017,B9125CB02803,Second Transh,9278.125,743.75,1859.375,6675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/24/2017,C9126HA03142,Second Transh,5715.625,453.125,1212.5,4050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/14/2017,A9127F102895,Second Transh,12856.25,1040.625,2515.625,9300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B9128L402297,Second Transh,7415.625,2718.75,1921.875,2775,Home System,1144,468000,4,0,,,,,,,,,,,,,,,,,,,
11/13/2017,C9129F702519,Second Transh,13106.25,1093.75,2562.5,9450,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/23/2017,A9130AA03655,Second Transh,17465.625,1440.625,3125,12900,Home System,584,2238000,13,0,B3,2238000,613,2238000,YES,yes,yes,yes,yes,YES,yes,150000,21-Apr,150000/,BANK,YES,,,CLIENT WILLING PAY OR LOCKDWN  
1/5/2018,B9131HC00008,Second Transh,6315.625,500,1315.625,4500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/24/2017,C9132HA03143,Second Transh,6271.875,937.5,1359.375,3975,Home System,448,0,1,0,,,,,,,,,,,,,,,,,,,
11/13/2017,A9133B302969,Second Transh,7859.375,781.25,1828.125,5250,Home System,857,0,1,0,,,,,,,,,,,,,,,,,,,
2/13/2018,B9134FB02974,Second Transh,16725,3125,3400,10200,Home System,465,228000,2,0,,,,,,,,,,,,,,,,,,,
1/4/2018,C9135K503050,Second Transh,4487.5,409.375,1115.625,2962.5,Home System,886,286000,4,0,B19,286000,,286000,MMM,yes,yes,yes,yes,YES,no,,H e couldn’t remember,,BANK,YES,NO,2 days back,SERVICECASES BATTERIES WARRANTY
11/28/2017,A9136L40073,Second Transh,10165.625,2187.5,2390.625,5587.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/13/2017,B9137FB02977,Second Transh,13731.25,2031.25,2775,8925,Home System,280,951000,8,0,B33,951000,309,951000,MMM,no,,,,,,,,,,,,,CLIENT NOT COOPERATIVE 
11/17/2017,C9138K102686,Second Transh,20300,1875,3125,15300,Home System,516,1700000,9,0,,,,,,,,,,,,,,,,,,,
11/22/2017,A9139E202321,Second Transh,6315.625,500,1315.625,4500,Home System,637,1252000,21,0,,,,,,,,,,,,,,,,,,,
3/19/2018,B9140FB02978,Second Transh,27903.125,3125,5353.125,19425,Home System,526,4639000,18,22,B33,5416000,,4898000,MMM,yes,yes,no,no,NO,no,,don’t rem,,BANK,YES,NO,don’t rem,VOLUNTARY REPOSSESSION
1/30/2018,C9141K700537,Second Transh,5715.625,453.125,1212.5,4050,Home System,651,289000,6,0,,,,,,,,,,,,,,,,,,,
12/29/2017,A9142L800788,Second Transh,10215.625,825,2040.625,7350,Home System,1171,2352000,24,0,,,,,,,,,,,,,,,,,,,
12/18/2017,B9143D503128,Second Transh,11887.5,1562.5,2712.5,7612.5,Home System,1133,2435000,12,0,,,,,,,,,,,,,,,,,,,
11/13/2017,C9144E402814,Second Transh,18440.625,1890.625,3575,12975,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/12/2018,A9145F802914,Second Transh,5715.625,453.125,1212.5,4050,Home System,554,524000,10,0,,,,,,,,,,,,,,,,,,,
2/19/2018,B9146K302784,Second Transh,13259.375,1071.875,2587.5,9600,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/2/2018,C9147K302788,Second Transh,6528.125,518.75,1359.375,4650,Home System,409,0,1,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A9148K302790,Second Transh,6528.125,518.75,1359.375,4650,Home System,289,78000,2,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B9149K302791,Second Transh,16393.75,1606.25,3125,11662.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C9150L402602,Second Transh,6015.625,475,1265.625,4275,Home System,626,641000,11,0,B31,641000,,641000,MMM,yes,yes,yes,yes,YES,no,,Can't remember,,BANK,YES,NO,May,SERVICECASES BATTERIES WARRANTY
2/12/2018,A9151G902474,Second Transh,13700,1290.625,3071.875,9337.5,Home System,605,2027000,8,0,B10,2027000,634,2027000,MJK,yes,yes,yes,yes,yes,no,no,long time,don’t remember,,yes,no,don’t remember,CLIENT WILLING PAY OR LOCKDWN  
11/8/2017,B9152K203264,Second Transh,6528.125,518.75,1359.375,4650,Home System,831,620000,10,0,,,,,,,,,,,,,,,,,,,
11/30/2017,C9153A502452,Second Transh,12150,984.375,2390.625,8775,Home System,473,1779000,15,13,,,,,,,,,,,,,,,,,,,
11/23/2017,A9154AA03612,Second Transh,18973.4375,1600,3125,14248.4375,Home System,449,949500,5,0,,,,,,,,,,,,,,,,,,,
12/1/2017,B9155DF01683,Second Transh,6528.125,518.75,1359.375,4650,Home System,442,201000,4,0,,,,,,,,,,,,,,,,,,,
11/16/2017,C9156FB02988,Second Transh,4896.875,384.375,1062.5,3450,Home System,980,900000,19,0,,,,,,,,,,,,,,,,,,,
3/31/2018,A9157L503793,Second Transh,13950,1562.5,3125,9262.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/14/2018,B9158FD00962,Second Transh,6725,534.375,1390.625,4800,Home System,612,739000,12,0,,,,,,,,,,,,,,,,,,,
12/28/2017,C9159DF01684,Second Transh,5715.625,453.125,1212.5,4050,Home System,777,594000,11,0,,,,,,,,,,,,,,,,,,,
2/20/2018,A9160FB02992,Second Transh,13071.875,1059.375,2562.5,9450,Home System,322,701000,6,0,,,,,,,,,,,,,,,,,,,
12/22/2017,B9161L503792,Second Transh,16037.5,2187.5,3125,10725,Home System,542,2517000,18,0,,,,,,,,,,,,,,,,,,,
11/16/2017,C9162HB02510,Second Transh,14493.75,1175,2818.75,10500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,A9163C102765,Second Transh,11334.375,915.625,2243.75,8175,Home System,626,2197000,20,13,B11,2306000,655,2306000,,,,,,2306000,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
11/28/2017,B9164H703209,Second Transh,13337.5,1875,2687.5,8775,Home System,563,408000,4,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C9165E402808,Second Transh,14175,1146.875,2753.125,10275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/30/2017,A9166K102687,Second Transh,12946.875,1043.75,2528.125,9375,Home System,267,750000,6,0,,,,,,,,,,,,,,,,,,,
2/19/2018,B9167F802915,Second Transh,6725,534.375,1390.625,4800,Home System,646,936000,15,0,,,,,,,,,,,,,,,,,,,
3/6/2018,C9168L402605,Second Transh,8559.375,684.375,1725,6150,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/18/2017,A9169DC03012,Second Transh,10728.125,868.75,2134.375,7725,Home System,428,1021000,10,0,,,,,,,,,,,,,,,,,,,
11/13/2017,B9170FB02995,Second Transh,13390.625,1093.75,2621.875,9675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,C9171DF01686,Second Transh,6528.125,518.75,1359.375,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/23/2017,A9172AA03656,Second Transh,6015.625,475,1265.625,4275,Home System,480,783000,14,0,B3,783000,509,783000,MJK,yes,yes,yes,yes,YES,yes,NO MONEY ,NOT SURE,NOT SURE ,,YES,,,CLIENT WILLING PAY OR LOCKDWN  
12/13/2017,B9173F102985,Second Transh,5190.625,475,1265.625,3450,Home System,937,384000,4,0,,,,,,,,,,,,,,,,,,,
