InvoiceDate,ClNumber,Portfolio,Total,Downpayment,Subsidy,InitialCreditAmount,ProductMix,Days Overdue as of 01.08,OverdueInstallmentsAmount,OverdueInstallments,DaysTillNextPayment,Branch,Balanceas of 01.08,Days Overdue as of 01.05,Overdue Amount,Manager,Contact updated,Current address updated,System located at indicated address,Client knows he has a debt,Client knows the amount of a debt,Client willing and capable to pay,Amount a client can pay this month,Last payment date,Last payment amount,Last payment method,Client knows the options of paying,The system is working,Date of the last contact by staff,Category
1/2/2018,C10662L103313,Second Transh,13328.125,1181.25,1571.875,10575,Home System,625,2177000,15,0,B30,2177000,,2177000,MMM,yes,yes,yes,yes,NO,no,,8/7/2019 0:00,120000,BANK,YES,NO,13/7/2021,SERVICECASES BATTERIES WARRANTY
1/30/2018,A10663L700378,Second Transh,9743.75,912.5,2231.25,6600,Home System,92,1394600,3,0,,,,,,,,,,,,,,,,,,,
6/28/2018,B10664G902879,Second Transh,25921.875,2315.625,2906.25,20700,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C10665F803061,Second Transh,6434.375,781.25,853.125,4800,Home System,387,108000,2,0,,,,,,,,,,,,,,,,,,,
8/15/2018,A10666FB03369,Second Transh,5956.25,515.625,790.625,4650,Home System,580,1226000,20,29,,,,,,,,,,,,,,,,,,,
5/16/2018,B10667G902937,Second Transh,14437.5,1625,1712.5,11100,Home System,616,3108000,21,23,B10,3404000,645,3256000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
7/18/2018,C10668A502499,Second Transh,6140.625,531.25,809.375,4800,Home System,576,1108000,17,0,,,,,,,,,,,,,,,,,,,
5/9/2018,A10669A502501,Second Transh,6240.625,543.75,821.875,4875,Home System,556,1219000,19,22,B2,1414000,585,1284000,MJK,yes,yes,yes,yes,NO,no,,28/02/2019,14000,Mobile Money,YES,YES,2 weeks,CLIENT WILLING PAY OR LOCKDWN  
4/28/2018,B10670A502503,Second Transh,17006.25,1784.375,2284.375,12937.5,Home System,563,2546000,8,0,B2,2546000,592,2546000,MJK,yes,yes,yes,yes,yes,yes,846000,not sure,,not sua,yes,yes,not sure,CLIENT WILLING PAY OR LOCKDWN  
7/18/2018,C10671A502504,Second Transh,9315.625,818.75,1146.875,7350,Home System,394,586000,6,0,,,,,,,,,,,,,,,,,,,
7/31/2018,A10672A502344,Second Transh,18193.75,1625,2093.75,14475,Home System,533,3230000,17,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10673K203445,Second Transh,13250,2031.25,1618.75,9600,Home System,626,1940000,15,0,,,,,,,,,,,,,,,,,,,
1/3/2018,C10674B502858,Second Transh,9468.75,3715.625,1496.875,4256.25,Home System,961,862000,4,0,B1,862000,,,MJK,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
8/17/2018,A10675FB03371,Second Transh,20546.875,4687.5,2509.375,13350,Home System,395,828000,5,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10676E402967,Second Transh,9690.625,853.125,1187.5,7650,Home System,606,1429000,14,0,,,,,,,,,,,,,,,,,,,
4/20/2018,C10677B502862,Second Transh,11262.5,1334.375,1378.125,8550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/28/2017,A10678E402968,Second Transh,5956.25,515.625,790.625,4650,Home System,393,140000,3,0,,,,,,,,,,,,,,,,,,,
1/30/2018,B10679HB02640,Second Transh,12503.125,1112.5,1490.625,9900,Home System,625,2768000,21,0,B4,3168000,654,2768000,MJK,yes,yes,yes,yes,YES,not willing to pay due to service case,,,,,YES,NO,,SERVICE CASE AND BATTERY ISSUES
1/30/2018,C10680HB02640,Second Transh,12503.125,1112.5,1490.625,9900,Home System,625,2768000,21,0,B4,3168000,654,2768000,MJK,yes,yes,yes,yes,YES,not willing to pay due to service case,,,,,YES,NO,,SERVICE CASE AND BATTERY ISSUES
1/30/2018,A10681HB02640,Second Transh,12503.125,1112.5,1490.625,9900,Home System,625,2768000,21,0,B4,3168000,654,2768000,MJK,yes,yes,yes,yes,YES,not willing to pay due to service case,,,,,YES,NO,,SERVICE CASE AND BATTERY ISSUES
2/2/2018,B10682K102817,Second Transh,13225,1231.25,1568.75,10425,Home System,534,525000,4,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C10683F803067,Second Transh,4831.25,468.75,1062.5,3300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
6/19/2018,A10684K600508,Second Transh,16606.25,1481.25,1925,13200,Home System,606,2367000,14,0,,,,,,,,,,,,,,,,,,,
1/11/2017,B10685AA02451,First Transh,11618.75,934.375,2284.375,8400,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/8/2018,C10686AA03788,Second Transh,5300,456.25,718.75,4125,Home System,555,1010000,18,23,B3,1230000,584,1065000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
6/11/2018,A10687L402677,Second Transh,10331.25,4062.5,1618.75,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10688L402678,Second Transh,8718.75,906.25,1250,6562.5,Home System,289,170000,2,0,,,,,,,,,,,,,,,,,,,
12/28/2017,C10689A102966,Second Transh,10809.375,953.125,1306.25,8550,Home System,636,2136000,19,0,B2,2136000,665,2136000,MJK,yes,yes,yes,yes,NO,no,,24/01/2019,150000,Bank,YES,YES,3 weeks,CLIENT WILLING PAY OR LOCKDWN  
6/26/2018,A10690FB03375,Second Transh,13690.625,1487.5,1628.125,10575,Home System,773,3102000,22,0,B33,3102000,,3102000,MMM,no,no,no,yes,YES,no,,Not sure,Not sure,,YES,NO,,CLAIMS SYSTEM WAS REPOSSESED
2/12/2018,B10691L504022,Second Transh,13606.25,1206.25,1600,10800,Home System,540,2266000,16,0,,,,,,,,,,,,,,,,,,,
1/29/2018,C10692L504023,Second Transh,14087.5,1253.125,1659.375,11175,Home System,625,1988000,13,0,,,,,,,,,,,,,,,,,,,
7/16/2018,A10693F803069,Second Transh,24128.125,3437.5,3112.5,17578.125,Home System,106,871096,1,0,,,,,,,,,,,,,,,,,,,
3/7/2018,B10694AB02557,Second Transh,13662.5,1103.125,2659.375,9900,Home System,528,2321000,18,20,,,,,,,,,,,,,,,,,,,
5/28/2018,C10695L800897,Second Transh,8578.125,756.25,1071.875,6750,Home System,470,624000,7,0,,,,,,,,,,,,,,,,,,,
1/30/2018,A10696L602667,Second Transh,9156.25,953.125,1303.125,6900,Home System,991,1840000,10,0,,,,,,,,,,,,,,,,,,,
6/14/2018,B10697FB03254,Second Transh,12845.3125,1406.25,1540.625,9898.4375,Home System,464,1847500,14,0,B33,1847500,,1847500,MMM,yes,yes,yes,yes,YES,no,,,,,YES,NO,Not sure,SERVICECASES BATTERIES WARRANTY
7/11/2018,C10698AA03784,Second Transh,9162.5,1250,1162.5,6750,Home System,471,820000,9,0,B3,796000,500,820000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
7/11/2018,A10699AA03784,Second Transh,9162.5,1250,1162.5,6750,Home System,471,820000,9,0,B3,796000,500,820000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
7/9/2018,B10700G902945,Second Transh,14515.625,1518.75,1971.875,11025,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/30/2018,C10701E103319,Second Transh,13243.75,1175,1568.75,10500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/10/2018,A10702A303568,Second Transh,9596.875,843.75,1178.125,7575,Home System,493,1295500,13,0,,,,,,,,,,,,,,,,,,,
7/11/2018,B10703G802927,Second Transh,5546.875,568.75,853.125,4125,Home System,707,1000,0,0,,,,,,,,,,,,,,,,,,,
6/22/2018,C10704DC03097,Second Transh,11518.75,4537.5,1787.5,5193.75,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,A10705L504026,Second Transh,6793.75,590.625,878.125,5325,Home System,502,574000,8,0,,,,,,,,,,,,,,,,,,,
2/19/2018,B10706CC02827,Second Transh,9434.375,1190.625,1343.75,6900,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/19/2018,C10707L602669,Second Transh,10806.25,953.125,1303.125,8550,Home System,461,114000,1,0,B28,114000,,114000,MMM,yes,yes,yes,no,NO,no,,31/05/2020,114000,MOBILE MONEY,YES,YES,21/05/2021,CLIENT CLAIMS TO HAVE CLEARED
2/9/2018,A10708E502871,Second Transh,13175,1068.75,2581.25,9525,Home System,633,2024000,16,0,,,,,,,,,,,,,,,,,,,
8/28/2018,B10709G802932,Second Transh,13662.5,2031.25,1656.25,9975,Home System,416,1862000,14,0,,,,,,,,,,,,,,,,,,,
2/12/2018,C10710K600516,Second Transh,12675,1121.875,1503.125,10050,Home System,465,983000,8,0,B19,983000,,983000,MMM,yes,yes,yes,yes,YES,no,,,Client couldn’t remember,BANK,YES,NO,Last week,SERVICECASES BATTERIES WARRANTY
3/27/2018,A10711E202770,Second Transh,12959.375,1150,1534.375,10275,Home System,319,498000,4,0,,,,,,,,,,,,,,,,,,,
2/22/2018,B10712K503297,Second Transh,42438.75,3803.125,4659.375,33976.25,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10713L40164,Second Transh,4843.75,625,768.75,3450,Home System,899,99000,2,0,,,,,,,,,,,,,,,,,,,
5/11/2018,A10714H703409,Second Transh,14090.625,1415.625,0,12675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/20/2018,B10715A303572,Second Transh,10909.375,965.625,1318.75,8625,Home System,361,1266000,12,4,,,,,,,,,,,,,,,,,,,
2/22/2018,C10716L504030,Second Transh,13990.625,1243.75,1646.875,11100,Home System,405,0,1,0,,,,,,,,,,,,,,,,,,,
2/7/2018,A10717E202773,Second Transh,5115.625,440.625,700,3975,Home System,558,1007000,19,20,,,,,,,,,,,,,,,,,,,
1/3/2018,B10718A102971,Second Transh,5956.25,515.625,790.625,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/8/2018,C10719AA03799,Second Transh,12943.75,2765.625,1628.125,8550,Home System,468,1701000,15,0,B3,1701000,497,1701000,MJK,yes,yes,yes,yes,YES,no,had financial issus,2020,220000,MOBILE MONEY,,not well,last month,CLIENT WILLING PAY OR LOCKDWN  
8/8/2018,A10720AA03799,Second Transh,12943.75,2765.625,1628.125,8550,Home System,468,1701000,15,0,B3,1701000,497,1701000,YES,yes,yes,yes,yes,YES,no,had financial issus,2020,220000,MOBILE MONEY,,not well,last month,SERVICE CASE AND BATTERY ISSUES
7/30/2018,B10721F803072,Second Transh,13178.125,1334.375,1568.75,10275,Home System,78,411000,3,14,,,,,,,,,,,,,,,,,,,
2/13/2018,C10722AA0268,Second Transh,2340.625,859.375,487.5,993.75,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/6/2018,A10723K303177,Second Transh,3303.125,331.25,571.875,2400,Home System,743,0,1,0,,,,,,,,,,,,,,,,,,,
7/18/2018,B10724AA03802,Second Transh,12875,1143.75,1531.25,10200,Home System,303,606000,5,0,B3,606000,332,606000,MJK,no,no,no,,,,NOT AVAIBLE ,2021/3,NOT SURE,MOBILE MONEY,,YES,A week ago,CLIENT WILLING PAY OR LOCKDWN  
12/27/2017,C10725F702499,Second Transh,12953.125,1046.875,2531.25,9375,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
6/29/2018,A10726AA03803,Second Transh,13712.5,1218.75,1618.75,10875,Home System,396,1199000,7,0,B3,843585,412,1029000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
6/29/2018,B10727AA03803,Second Transh,13712.5,1218.75,1618.75,10875,Home System,396,1199000,7,0,B3,843585,412,1029000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
6/29/2018,C10728AA03803,Second Transh,13712.5,1218.75,1618.75,10875,Home System,396,1199000,7,0,B3,703415,412,1029000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
7/4/2018,A10729K102825,Second Transh,19956.25,3125,2356.25,14475,Home System,378,564000,3,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10730H202985,Second Transh,14087.5,1253.125,1659.375,11175,Home System,563,2595203,17,0,B4,3576000,592,2595203,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/2/2018,C10731H202985,Second Transh,14087.5,1253.125,1659.375,11175,Home System,563,2595203,17,0,B4,3576000,592,2595203,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/2/2018,A10732H202985,Second Transh,14087.5,1253.125,1659.375,11175,Home System,563,2595203,17,0,B4,3576000,592,2595203,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/22/2017,B10733FC03701,Second Transh,6065.625,665.625,0,5400,Home System,633,1025000,14,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C10734D503333,Second Transh,17534.375,1562.5,2021.875,13950,Home System,533,2658500,14,0,,,,,,,,,,,,,,,,,,,
2/20/2018,A10735E202045,Second Transh,9412.5,828.125,1159.375,7425,Home System,390,261000,3,0,,,,,,,,,,,,,,,,,,,
2/6/2018,B10736HA03366,Second Transh,5009.375,2187.5,1359.375,1462.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/23/2018,C10737B303261,Second Transh,13606.25,1206.25,1600,10800,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,A10738D503334,Second Transh,6240.625,543.75,821.875,4875,Home System,196,0,1,0,,,,,,,,,,,,,,,,,,,
12/21/2017,B10739D503320,Second Transh,10809.375,953.125,1306.25,8550,Home System,848,1938000,17,0,,,,,,,,,,,,,,,,,,,
7/16/2018,C10740HB02656,Second Transh,17062.5,1518.75,1968.75,13575,Home System,640,3982000,22,30,B4,2196000,590,2196000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
2/7/2018,A10741E202776,Second Transh,12962.5,1150,1537.5,10275,Home System,466,1342630,10,0,B21,1342630,,1342630,MMM,yes,yes,yes,no,No,No,No,can't remember,can't remember,BANK,NO,NO,6/1/2021 0:00,SERVICECASES BATTERIES WARRANTY
6/22/2018,B10742B303264,Second Transh,10256.25,906.25,1250,8100,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
4/30/2018,C10743FD01175,Second Transh,18090.625,1612.5,2078.125,14400,Home System,320,1259000,7,0,,,,,,,,,,,,,,,,,,,
12/27/2017,A10744DC03154,Second Transh,5956.25,515.625,790.625,4650,Home System,604,462000,8,0,B32,462000,,462000,MMM,yes,yes,yes,yes,YES,yes,says he can't pay till when he is given a new battery,doesn't recall,doesn't recall,BANK,YES,NO,May,SERVICECASES BATTERIES WARRANTY
1/11/2018,B10745A30435,Second Transh,9315.625,818.75,1146.875,7350,Home System,310,794000,8,0,,,,,,,,,,,,,,,,,,,
7/31/2018,C10746G802940,Second Transh,9406.25,825,1156.25,7425,Home System,564,1880000,19,14,B5,2276000,593,1979000,MJK,yes,yes,yes,yes,yes,yes,,uncertain,uncertain,Bank,yes,yes,two weeks,CLIENT WILLING PAY OR LOCKDWN  
6/27/2018,A10747AA03808,Second Transh,5300,456.25,718.75,4125,Home System,294,55000,1,0,B3,55000,323,55000,YES,yes,yes,yes,no,NO,no,,some time back,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
6/27/2018,B10748AA03808,Second Transh,5300,456.25,718.75,4125,Home System,294,55000,1,0,B3,55000,323,55000,MJK,yes,yes,yes,no,NO,no,,some time back,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
2/19/2018,C10749B303265,Second Transh,19115.625,1703.125,2187.5,15225,Home System,428,2806000,14,0,B12,2806000,,,MJK,yes,yes,yes,yes,YES,no,,,,,,,,CLIENT WILLING PAY OR LOCKDWN  
12/27/2017,A10750F102988,Second Transh,4440.625,1503.125,1212.5,1725,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/5/2018,B10751K700545,Second Transh,15684.375,6203.125,2375,7106.25,Home System,894,415000,2,0,,,,,,,,,,,,,,,,,,,
1/11/2018,C10752A502394,Second Transh,8990.625,725,1815.625,6450,Home System,776,2064000,24,0,B2,2064000,805,2064000,MJK,yes,yes,yes,yes,NO,yes,86000,13/12/2017,86000,Mobile Money,YES,YES,2 months,CLIENT WILLING PAY OR LOCKDWN  
2/15/2018,A10753D502982,Second Transh,9800,1084.375,1215.625,7500,Home System,276,230000,3,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10754L503617,Second Transh,13896.875,1234.375,1637.5,11025,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/29/2018,C10755L504038,Second Transh,12962.5,1150,1537.5,10275,Home System,389,1294000,10,0,,,,,,,,,,,,,,,,,,,
3/7/2018,A10756B502876,Second Transh,12559.375,1343.75,1728.125,9487.5,Home System,648,662000,3,0,,,,,,,,,,,,,,,,,,,
12/27/2017,B10757AB02644,Second Transh,11750,1040.625,1409.375,9300,Home System,602,992000,8,0,B8,"992,000",631,"992,000",MJK,yes,yes,yes,yes,yes,yes,1m in July,2020,"144,000",Mobile money,yes,yes,Last week,CLIENT WILLING PAY OR LOCKDWN  
6/22/2018,C10758G802945,Second Transh,4543.75,625,731.25,3187.5,Home System,694,0,1,0,,,,,,,,,,,,,,,,,,,
7/31/2018,A10759G802946,Second Transh,13143.75,1165.625,1553.125,10425,Home System,605,1529000,11,0,B5,1529000,634,1529000,MJK,yes,yes,yes,yes,yes,yes,uncertain,uncertain,uncertain,Mobile money,yes,yes,three Weeks,CLIENT WILLING PAY OR LOCKDWN  
2/12/2018,B10760L504041,Second Transh,14087.5,1253.125,1659.375,11175,Home System,572,2778000,19,6,,,,,,,,,,,,,,,,,,,
1/5/2018,C10761CC02837,Second Transh,5956.25,515.625,790.625,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/5/2018,A10762CC02838,Second Transh,9412.5,828.125,1159.375,7425,Home System,635,2021000,20,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10763DC03155,Second Transh,10443.75,1562.5,1306.25,7575,Home System,604,1210000,12,0,,,,,,,,,,,,,,,,,,,
1/5/2018,C10764E50220,Second Transh,8418.75,762.5,1056.25,6600,Home System,559,1400000,16,0,,,,,,,,,,,,,,,,,,,
1/5/2018,A10765CC02840,Second Transh,5956.25,515.625,790.625,4650,Home System,559,1003000,16,0,,,,,,,,,,,,,,,,,,,
5/30/2018,B10766G902966,Second Transh,17718.75,1578.125,2040.625,14100,Home System,504,2934000,16,0,B10,2934000,533,2934000,MJK,yes,yes,yes,yes,YES,no,cant pay,,,,,NO,last year,SERVICE CASE AND BATTERY ISSUES
1/31/2018,C10767E40844,Second Transh,2915.625,290.625,525,2100,Home System,811,686592,9,0,,,,,,,,,,,,,,,,,,,
2/13/2018,A10768L504042,Second Transh,13606.25,1206.25,1600,10800,Home System,442,2084000,15,0,,,,,,,,,,,,,,,,,,,
1/4/2018,B10769A502337,Second Transh,13571.875,1100,2646.875,9825,Home System,1170,3014000,23,0,,,,,,,,,,,,,,,,,,,
2/9/2018,C10770D503339,Second Transh,16790.625,1496.875,1943.75,13350,Home System,586,1990000,11,0,,,,,,,,,,,,,,,,,,,
1/30/2018,A10771G902940,Second Transh,13031.25,1562.5,1568.75,9900,Home System,413,274000,2,0,B10,274000,442,274000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
2/28/2018,B10772DC03157,Second Transh,12962.5,1150,1537.5,10275,Home System,453,1970000,14,2,,,,,,,,,,,,,,,,,,,
9/6/2018,C10773G802948,Second Transh,11875,2500,1500,7875,Home System,203,634000,6,0,,,,,,,,,,,,,,,,,,,
5/31/2018,A10774AA02833,Second Transh,12703.125,3125,1628.125,7950,Home System,534,636000,6,0,,,,,,,,,,,,,,,,,,,
1/29/2018,B10775DF01893,Second Transh,13806.25,1228.125,1628.125,10950,Home System,572,2637000,18,6,,,,,,,,,,,,,,,,,,,
1/30/2018,C10776C403128,Second Transh,13896.875,1234.375,1637.5,11025,Home System,446,104000,1,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10777E402973,Second Transh,8859.375,781.25,1103.125,6975,Home System,405,0,1,0,,,,,,,,,,,,,,,,,,,
7/13/2018,B10778AA03811,Second Transh,10256.25,906.25,1250,8100,Home System,582,2068000,19,27,,,,,,,,,,,,,,,,,,,
2/20/2018,C10779K700691,Second Transh,9696.875,856.25,1190.625,7650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/29/2018,A10780A10789,Second Transh,4865.625,496.875,768.75,3600,Home System,1079,1028235,12,0,,,,,,,,,,,,,,,,,,,
1/5/2018,B10781E402975,Second Transh,7665.625,1062.5,1128.125,5475,Home System,910,610000,4,0,,,,,,,,,,,,,,,,,,,
6/16/2018,C10782G802950,Second Transh,12403.125,1100,1478.125,9825,Home System,306,0,1,0,,,,,,,,,,,,,,,,,,,
7/24/2018,A10783G802951,Second Transh,9790.625,865.625,1200,7725,Home System,636,1236000,12,0,B5,1236000,665,1236000,MJK,yes,yes,yes,yes,yes,yes,uncertain,uncertain,uncertain,mobile money,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
7/24/2018,B10784G802951,Second Transh,9790.625,865.625,1200,7725,Home System,636,1236000,12,0,B5,1236000,665,1236000,MJK,yes,yes,yes,yes,yes,yes,uncertain,uncertain,uncertain,mobile money,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
1/3/2018,C10785B502765,Second Transh,8106.25,1562.5,1743.75,4800,Home System,413,-4000,1,0,,,,,,,,,,,,,,,,,,,
9/18/2018,A10786L504048,Second Transh,8303.125,731.25,1046.875,6525,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/1/2018,B10787K40127,Second Transh,13159.375,1171.875,1562.5,10425,Home System,471,360000,3,0,,,,,,,,,,,,,,,,,,,
2/12/2018,C10788L502743,Second Transh,19496.875,1740.625,2231.25,15525,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/5/2018,A10789A302113,Second Transh,2621.875,259.375,487.5,1875,Home System,1078,483000,10,0,B2,483000,1107,483000,MJK,yes,yes,yes,yes,NO,yes,100000,9/4/2018 0:00,100000,Mobile Money,YES,YES,3 weeks,CLIENT WILLING PAY OR LOCKDWN  
9/5/2018,B10790H603401,Second Transh,14181.25,1406.25,1675,11100,Home System,441,2114000,14,0,B14,2114000,470,2114000,MJK,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
1/31/2018,C10791D502552,Second Transh,13093.75,1562.5,2606.25,8925,Home System,478,300000,3,0,,,,,,,,,,,,,,,,,,,
1/13/2018,A10792AA03812,Second Transh,13709.375,1218.75,1615.625,10875,Home System,582,2175000,15,0,B3,2175000,611,2175000,MJK,,,,,,,,,,,,,,FRAUD OR AUDIT ISSUES 
2/23/2018,B10793G802952,Second Transh,13234.375,1171.875,1562.5,10500,Home System,540,1960000,14,0,B5,1960000,569,1960000,MJK,yes,yes,no,yes,yes,no,50000,,,,yes,no,last month,SERVICE CASE AND BATTERY ISSUES
2/23/2018,C10794G802952,Second Transh,13234.375,1171.875,1562.5,10500,Home System,540,1960000,14,0,B5,1960000,569,1960000,MJK,yes,yes,no,yes,yes,no,50000,,,,yes,no,last month,SERVICE CASE AND BATTERY ISSUES
7/26/2018,A10795A303576,Second Transh,14643.75,1303.125,1715.625,11625,Home System,443,1320000,9,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10796E402976,Second Transh,2621.875,259.375,487.5,1875,Home System,841,0,1,0,,,,,,,,,,,,,,,,,,,
5/21/2018,C10797FC03247,Second Transh,15506.25,3125,2143.75,10237.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
7/30/2018,A10798A303578,Second Transh,18934.375,1687.5,2171.875,15075,Home System,290,0,1,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10799E402979,Second Transh,7734.375,678.125,981.25,6075,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/9/2018,C10800A303580,Second Transh,17903.125,1593.75,2059.375,14250,Home System,434,2320000,12,0,B2,2320000,463,2320000,MJK,yes,yes,yes,yes,NO,no,,10/5/2021 0:00,180000,Mobile Money,YES,YES,2 months,CLIENT WILLING PAY OR LOCKDWN  
6/25/2018,A10801A303581,Second Transh,17900,3125,2437.5,12337.5,Home System,147,654000,5,4,,,,,,,,,,,,,,,,,,,
7/18/2018,B10802A303582,Second Transh,8859.375,781.25,1103.125,6975,Home System,911,1953000,21,0,,,,,,,,,,,,,,,,,,,
7/31/2018,C10803B700032,Second Transh,12875,1143.75,1531.25,10200,Home System,502,1390000,10,0,B3,1390000,531,1390000,NO,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
7/31/2018,A10804B700032,Second Transh,12875,1143.75,1531.25,10200,Home System,502,1390000,10,0,B3,1390000,531,1390000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
2/21/2018,B10805E402980,Second Transh,13328.125,1181.25,1571.875,10575,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/16/2018,C10806CB02896,Second Transh,18278.125,1628.125,2100,14550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/31/2018,A10807CC02841,Second Transh,14175,1259.375,1665.625,11250,Home System,439,1200000,8,0,,,,,,,,,,,,,,,,,,,
2/7/2018,B10808K203530,Second Transh,9968.75,878.125,1215.625,7875,Home System,558,1105000,11,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C10809G802953,Second Transh,6521.875,568.75,853.125,5100,Home System,533,761000,11,0,,,,,,,,,,,,,,,,,,,
1/2/2018,A10810K203505,Second Transh,5056.25,515.625,790.625,3750,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/28/2018,B10811K502388,Second Transh,8556.25,3125,1306.25,4125,Home System,1095,2393203,19,0,B19,1196602,,2393203,MMM,yes,yes,yes,yes,YES,no,,8/1/2019 0:00,79000,MOBILE MONEY,YES,YES,6 days back,SERVICECASES BATTERIES WARRANTY
1/31/2018,C10812CB02895,Second Transh,18084.375,1609.375,2075,14400,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10813D503344,Second Transh,16275,5312.5,2112.5,8850,Home System,319,0,1,0,,,,,,,,,,,,,,,,,,,
12/29/2017,B10814E402982,Second Transh,5956.25,515.625,790.625,4650,Home System,515,0,1,0,,,,,,,,,,,,,,,,,,,
1/17/2018,C10815FC03703,Second Transh,4665.625,2343.75,0,2321.875,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,A10816AB02648,Second Transh,6240.625,543.75,821.875,4875,Home System,622,415000,7,0,,,,,,,,,,,,,,,,,,,
6/26/2018,B10817G802957,Second Transh,5056.25,515.625,790.625,3750,Home System,690,100000,1,0,B5,100000,719,100000,MJK,yes,no,no,no,no,no,no,,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
6/26/2018,C10818G802957,Second Transh,5056.25,515.625,790.625,3750,Home System,690,100000,1,0,B5,100000,719,100000,MJK,yes,no,no,no,no,no,no,,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
8/9/2018,A10819H603403,Second Transh,15006.25,1331.25,1750,11925,Home System,586,3052000,19,0,,,,,,,,,,,,,,,,,,,
2/28/2018,B10820D502352,Second Transh,13990.625,1243.75,1646.875,11100,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
7/12/2018,C10821F803079,Second Transh,13178.125,1334.375,1568.75,10275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10822FC03734,Second Transh,9843.75,1250,1393.75,7200,Home System,831,333000,2,0,,,,,,,,,,,,,,,,,,,
